scenario,policy,origin_week,target_week,horizon,hub,category,region,quantity
base,last_week,2018-07-09,2018-07-23,3,RS,auto,North,3.0
base,last_week,2018-07-09,2018-07-30,4,RS,auto,North,3.0
base,last_week,2018-07-09,2018-07-09,1,RS,bed_bath_table,North,4.0
base,last_week,2018-07-09,2018-07-16,2,RS,bed_bath_table,North,4.0
base,last_week,2018-07-09,2018-07-16,2,RS,bed_bath_table,South,4.0
base,last_week,2018-07-09,2018-07-23,3,RS,bed_bath_table,North,4.0
base,last_week,2018-07-09,2018-07-23,3,RS,bed_bath_table,South,2.0
base,last_week,2018-07-09,2018-07-30,4,RS,bed_bath_table,North,4.0
base,last_week,2018-07-09,2018-07-30,4,RS,bed_bath_table,South,2.0
base,last_week,2018-07-09,2018-07-09,1,RS,computers_accessories,South,5.0
base,last_week,2018-07-09,2018-07-16,2,RS,computers_accessories,South,14.0
base,last_week,2018-07-09,2018-07-23,3,RS,computers_accessories,South,5.0
base,last_week,2018-07-09,2018-07-30,4,RS,computers_accessories,South,5.0
base,last_week,2018-07-09,2018-07-09,1,RS,furniture_decor,North,3.0
base,last_week,2018-07-09,2018-07-16,2,RS,furniture_decor,North,3.0
base,last_week,2018-07-09,2018-07-23,3,RS,furniture_decor,North,3.0
base,last_week,2018-07-09,2018-07-23,3,RS,furniture_decor,South,2.0
base,last_week,2018-07-09,2018-07-30,4,RS,furniture_decor,North,3.0
base,last_week,2018-07-09,2018-07-30,4,RS,furniture_decor,South,2.0
base,last_week,2018-07-09,2018-07-09,1,RS,garden_tools,North,1.0
base,last_week,2018-07-09,2018-07-16,2,RS,garden_tools,North,1.0
base,last_week,2018-07-09,2018-07-23,3,RS,garden_tools,North,1.0
base,last_week,2018-07-09,2018-07-30,4,RS,garden_tools,North,1.0
base,last_week,2018-07-09,2018-07-16,2,RS,health_beauty,South,8.0
base,last_week,2018-07-09,2018-07-23,3,RS,health_beauty,South,8.0
base,last_week,2018-07-09,2018-07-30,4,RS,health_beauty,South,8.0
base,last_week,2018-07-09,2018-07-09,1,RS,housewares,South,5.0
base,last_week,2018-07-09,2018-07-16,2,RS,housewares,South,5.0
base,last_week,2018-07-09,2018-07-23,3,RS,housewares,South,5.0
base,last_week,2018-07-09,2018-07-30,4,RS,housewares,South,5.0
base,last_week,2018-07-09,2018-07-16,2,RS,telephony,South,10.0
base,last_week,2018-07-09,2018-07-23,3,RS,telephony,South,5.0
base,last_week,2018-07-09,2018-07-30,4,RS,telephony,South,5.0
base,last_week,2018-07-09,2018-07-16,2,RS,watches_gifts,South,3.0
base,last_week,2018-07-09,2018-07-09,1,SC,bed_bath_table,South,19.0
base,last_week,2018-07-09,2018-07-23,3,SC,bed_bath_table,South,2.0
base,last_week,2018-07-09,2018-07-30,4,SC,bed_bath_table,South,7.0
base,last_week,2018-07-09,2018-07-09,1,SC,computers_accessories,South,9.0
base,last_week,2018-07-09,2018-07-23,3,SC,computers_accessories,South,9.0
base,last_week,2018-07-09,2018-07-30,4,SC,computers_accessories,South,9.0
base,last_week,2018-07-09,2018-07-09,1,SC,furniture_decor,South,6.0
base,last_week,2018-07-09,2018-07-16,2,SC,furniture_decor,South,2.0
base,last_week,2018-07-09,2018-07-23,3,SC,furniture_decor,South,6.0
base,last_week,2018-07-09,2018-07-30,4,SC,furniture_decor,South,6.0
base,last_week,2018-07-09,2018-07-09,1,SC,garden_tools,Central-West,2.0
base,last_week,2018-07-09,2018-07-09,1,SC,garden_tools,South,6.0
base,last_week,2018-07-09,2018-07-16,2,SC,garden_tools,Central-West,2.0
base,last_week,2018-07-09,2018-07-16,2,SC,garden_tools,South,6.0
base,last_week,2018-07-09,2018-07-23,3,SC,garden_tools,Central-West,2.0
base,last_week,2018-07-09,2018-07-23,3,SC,garden_tools,South,6.0
base,last_week,2018-07-09,2018-07-30,4,SC,garden_tools,Central-West,2.0
base,last_week,2018-07-09,2018-07-30,4,SC,garden_tools,South,6.0
base,last_week,2018-07-09,2018-07-09,1,SC,sports_leisure,South,15.0
base,last_week,2018-07-09,2018-07-16,2,SC,sports_leisure,South,18.0
base,last_week,2018-07-09,2018-07-23,3,SC,sports_leisure,South,18.0
base,last_week,2018-07-09,2018-07-30,4,SC,sports_leisure,South,18.0
base,last_week,2018-07-09,2018-07-09,1,SC,watches_gifts,South,6.0
base,last_week,2018-07-09,2018-07-16,2,SC,watches_gifts,South,3.0
base,last_week,2018-07-09,2018-07-23,3,SC,watches_gifts,South,6.0
base,last_week,2018-07-09,2018-07-30,4,SC,watches_gifts,South,6.0
base,last_week,2018-07-09,2018-07-09,1,SP,auto,Northeast,4.0
base,last_week,2018-07-09,2018-07-09,1,SP,auto,South,3.0
base,last_week,2018-07-09,2018-07-09,1,SP,auto,Southeast,53.0
base,last_week,2018-07-09,2018-07-16,2,SP,auto,South,4.0
base,last_week,2018-07-09,2018-07-16,2,SP,auto,Southeast,53.0
base,last_week,2018-07-09,2018-07-23,3,SP,auto,Northeast,3.0
base,last_week,2018-07-09,2018-07-23,3,SP,auto,South,4.0
base,last_week,2018-07-09,2018-07-23,3,SP,auto,Southeast,53.0
base,last_week,2018-07-09,2018-07-30,4,SP,auto,Northeast,3.0
base,last_week,2018-07-09,2018-07-30,4,SP,auto,South,4.0
base,last_week,2018-07-09,2018-07-30,4,SP,auto,Southeast,53.0
base,last_week,2018-07-09,2018-07-09,1,SP,bed_bath_table,Central-West,8.0
base,last_week,2018-07-09,2018-07-09,1,SP,bed_bath_table,Southeast,116.0
base,last_week,2018-07-09,2018-07-16,2,SP,bed_bath_table,Central-West,8.0
base,last_week,2018-07-09,2018-07-16,2,SP,bed_bath_table,Southeast,116.0
base,last_week,2018-07-09,2018-07-23,3,SP,bed_bath_table,Central-West,8.0
base,last_week,2018-07-09,2018-07-23,3,SP,bed_bath_table,Southeast,116.0
base,last_week,2018-07-09,2018-07-30,4,SP,bed_bath_table,Central-West,8.0
base,last_week,2018-07-09,2018-07-30,4,SP,bed_bath_table,Southeast,116.0
base,last_week,2018-07-09,2018-07-09,1,SP,computers_accessories,Central-West,6.0
base,last_week,2018-07-09,2018-07-09,1,SP,computers_accessories,North,1.0
base,last_week,2018-07-09,2018-07-09,1,SP,computers_accessories,Southeast,73.0
base,last_week,2018-07-09,2018-07-16,2,SP,computers_accessories,Central-West,6.0
base,last_week,2018-07-09,2018-07-16,2,SP,computers_accessories,North,1.0
base,last_week,2018-07-09,2018-07-16,2,SP,computers_accessories,Southeast,73.0
base,last_week,2018-07-09,2018-07-23,3,SP,computers_accessories,Central-West,6.0
base,last_week,2018-07-09,2018-07-23,3,SP,computers_accessories,North,1.0
base,last_week,2018-07-09,2018-07-23,3,SP,computers_accessories,Southeast,73.0
base,last_week,2018-07-09,2018-07-30,4,SP,computers_accessories,Central-West,6.0
base,last_week,2018-07-09,2018-07-30,4,SP,computers_accessories,North,1.0
base,last_week,2018-07-09,2018-07-30,4,SP,computers_accessories,Southeast,73.0
base,last_week,2018-07-09,2018-07-09,1,SP,furniture_decor,Southeast,76.0
base,last_week,2018-07-09,2018-07-16,2,SP,furniture_decor,Southeast,76.0
base,last_week,2018-07-09,2018-07-23,3,SP,furniture_decor,Southeast,76.0
base,last_week,2018-07-09,2018-07-30,4,SP,furniture_decor,Southeast,76.0
base,last_week,2018-07-09,2018-07-09,1,SP,garden_tools,Northeast,4.0
base,last_week,2018-07-09,2018-07-09,1,SP,garden_tools,South,2.0
base,last_week,2018-07-09,2018-07-09,1,SP,garden_tools,Southeast,38.0
base,last_week,2018-07-09,2018-07-16,2,SP,garden_tools,South,2.0
base,last_week,2018-07-09,2018-07-16,2,SP,garden_tools,Southeast,38.0
base,last_week,2018-07-09,2018-07-23,3,SP,garden_tools,Northeast,2.0
base,last_week,2018-07-09,2018-07-23,3,SP,garden_tools,South,2.0
base,last_week,2018-07-09,2018-07-23,3,SP,garden_tools,Southeast,38.0
base,last_week,2018-07-09,2018-07-30,4,SP,garden_tools,Northeast,2.0
base,last_week,2018-07-09,2018-07-30,4,SP,garden_tools,South,2.0
base,last_week,2018-07-09,2018-07-30,4,SP,garden_tools,Southeast,38.0
base,last_week,2018-07-09,2018-07-09,1,SP,health_beauty,North,7.0
base,last_week,2018-07-09,2018-07-09,1,SP,health_beauty,Northeast,11.0
base,last_week,2018-07-09,2018-07-09,1,SP,health_beauty,Southeast,140.0
base,last_week,2018-07-09,2018-07-16,2,SP,health_beauty,North,7.0
base,last_week,2018-07-09,2018-07-16,2,SP,health_beauty,Northeast,11.0
base,last_week,2018-07-09,2018-07-16,2,SP,health_beauty,Southeast,157.0
base,last_week,2018-07-09,2018-07-23,3,SP,health_beauty,North,7.0
base,last_week,2018-07-09,2018-07-23,3,SP,health_beauty,Northeast,11.0
base,last_week,2018-07-09,2018-07-23,3,SP,health_beauty,Southeast,157.0
base,last_week,2018-07-09,2018-07-30,4,SP,health_beauty,Central-West,9.0
base,last_week,2018-07-09,2018-07-30,4,SP,health_beauty,North,7.0
base,last_week,2018-07-09,2018-07-30,4,SP,health_beauty,Northeast,11.0
base,last_week,2018-07-09,2018-07-30,4,SP,health_beauty,Southeast,157.0
base,last_week,2018-07-09,2018-07-09,1,SP,housewares,Central-West,7.0
base,last_week,2018-07-09,2018-07-09,1,SP,housewares,North,2.0
base,last_week,2018-07-09,2018-07-09,1,SP,housewares,Northeast,8.0
base,last_week,2018-07-09,2018-07-09,1,SP,housewares,Southeast,97.0
base,last_week,2018-07-09,2018-07-16,2,SP,housewares,Central-West,7.0
base,last_week,2018-07-09,2018-07-16,2,SP,housewares,North,2.0
base,last_week,2018-07-09,2018-07-16,2,SP,housewares,Southeast,97.0
base,last_week,2018-07-09,2018-07-23,3,SP,housewares,Central-West,7.0
base,last_week,2018-07-09,2018-07-23,3,SP,housewares,North,2.0
base,last_week,2018-07-09,2018-07-23,3,SP,housewares,Northeast,4.0
base,last_week,2018-07-09,2018-07-23,3,SP,housewares,Southeast,97.0
base,last_week,2018-07-09,2018-07-30,4,SP,housewares,Central-West,7.0
base,last_week,2018-07-09,2018-07-30,4,SP,housewares,North,2.0
base,last_week,2018-07-09,2018-07-30,4,SP,housewares,Northeast,4.0
base,last_week,2018-07-09,2018-07-30,4,SP,housewares,Southeast,97.0
base,last_week,2018-07-09,2018-07-09,1,SP,sports_leisure,Northeast,1.0
base,last_week,2018-07-09,2018-07-09,1,SP,sports_leisure,South,5.0
base,last_week,2018-07-09,2018-07-09,1,SP,sports_leisure,Southeast,91.0
base,last_week,2018-07-09,2018-07-16,2,SP,sports_leisure,Southeast,91.0
base,last_week,2018-07-09,2018-07-23,3,SP,sports_leisure,Southeast,91.0
base,last_week,2018-07-09,2018-07-30,4,SP,sports_leisure,Southeast,91.0
base,last_week,2018-07-09,2018-07-09,1,SP,telephony,Central-West,5.0
base,last_week,2018-07-09,2018-07-09,1,SP,telephony,South,10.0
base,last_week,2018-07-09,2018-07-09,1,SP,telephony,Southeast,24.0
base,last_week,2018-07-09,2018-07-16,2,SP,telephony,Central-West,5.0
base,last_week,2018-07-09,2018-07-16,2,SP,telephony,Southeast,24.0
base,last_week,2018-07-09,2018-07-23,3,SP,telephony,Central-West,5.0
base,last_week,2018-07-09,2018-07-23,3,SP,telephony,South,5.0
base,last_week,2018-07-09,2018-07-23,3,SP,telephony,Southeast,24.0
base,last_week,2018-07-09,2018-07-30,4,SP,telephony,Central-West,5.0
base,last_week,2018-07-09,2018-07-30,4,SP,telephony,South,5.0
base,last_week,2018-07-09,2018-07-30,4,SP,telephony,Southeast,24.0
base,last_week,2018-07-09,2018-07-09,1,SP,watches_gifts,Central-West,8.0
base,last_week,2018-07-09,2018-07-09,1,SP,watches_gifts,North,3.0
base,last_week,2018-07-09,2018-07-09,1,SP,watches_gifts,Northeast,16.0
base,last_week,2018-07-09,2018-07-09,1,SP,watches_gifts,Southeast,73.0
base,last_week,2018-07-09,2018-07-16,2,SP,watches_gifts,Central-West,8.0
base,last_week,2018-07-09,2018-07-16,2,SP,watches_gifts,North,3.0
base,last_week,2018-07-09,2018-07-16,2,SP,watches_gifts,Northeast,16.0
base,last_week,2018-07-09,2018-07-16,2,SP,watches_gifts,Southeast,73.0
base,last_week,2018-07-09,2018-07-23,3,SP,watches_gifts,Central-West,8.0
base,last_week,2018-07-09,2018-07-23,3,SP,watches_gifts,North,3.0
base,last_week,2018-07-09,2018-07-23,3,SP,watches_gifts,Northeast,16.0
base,last_week,2018-07-09,2018-07-23,3,SP,watches_gifts,Southeast,73.0
base,last_week,2018-07-09,2018-07-30,4,SP,watches_gifts,Central-West,8.0
base,last_week,2018-07-09,2018-07-30,4,SP,watches_gifts,North,3.0
base,last_week,2018-07-09,2018-07-30,4,SP,watches_gifts,Northeast,16.0
base,last_week,2018-07-09,2018-07-30,4,SP,watches_gifts,Southeast,73.0
base,last_week,2018-07-16,2018-07-16,1,MG,bed_bath_table,Northeast,14.0
base,last_week,2018-07-16,2018-07-23,2,MG,bed_bath_table,Northeast,14.0
base,last_week,2018-07-16,2018-07-30,3,MG,bed_bath_table,Northeast,14.0
base,last_week,2018-07-16,2018-08-06,4,MG,bed_bath_table,Northeast,14.0
base,last_week,2018-07-16,2018-07-16,1,MG,computers_accessories,Northeast,13.0
base,last_week,2018-07-16,2018-07-23,2,MG,computers_accessories,Northeast,13.0
base,last_week,2018-07-16,2018-07-30,3,MG,computers_accessories,Northeast,13.0
base,last_week,2018-07-16,2018-08-06,4,MG,computers_accessories,Northeast,13.0
base,last_week,2018-07-16,2018-07-16,1,MG,furniture_decor,Central-West,4.0
base,last_week,2018-07-16,2018-07-16,1,MG,furniture_decor,Northeast,9.0
base,last_week,2018-07-16,2018-07-23,2,MG,furniture_decor,Central-West,1.0
base,last_week,2018-07-16,2018-07-23,2,MG,furniture_decor,Northeast,3.0
base,last_week,2018-07-16,2018-07-30,3,MG,furniture_decor,Central-West,4.0
base,last_week,2018-07-16,2018-08-06,4,MG,furniture_decor,Central-West,4.0
base,last_week,2018-07-16,2018-08-06,4,MG,furniture_decor,Northeast,4.0
base,last_week,2018-07-16,2018-07-16,1,MG,health_beauty,Northeast,14.0
base,last_week,2018-07-16,2018-07-23,2,MG,health_beauty,Northeast,14.0
base,last_week,2018-07-16,2018-07-30,3,MG,health_beauty,Northeast,14.0
base,last_week,2018-07-16,2018-08-06,4,MG,health_beauty,Northeast,14.0
base,last_week,2018-07-16,2018-07-16,1,MG,sports_leisure,Northeast,12.0
base,last_week,2018-07-16,2018-07-23,2,MG,sports_leisure,Northeast,12.0
base,last_week,2018-07-16,2018-07-30,3,MG,sports_leisure,Northeast,12.0
base,last_week,2018-07-16,2018-08-06,4,MG,sports_leisure,Northeast,12.0
base,last_week,2018-07-16,2018-07-16,1,MG,telephony,Northeast,5.0
base,last_week,2018-07-16,2018-07-23,2,MG,telephony,Northeast,5.0
base,last_week,2018-07-16,2018-07-30,3,MG,telephony,Northeast,5.0
base,last_week,2018-07-16,2018-08-06,4,MG,telephony,Northeast,5.0
base,last_week,2018-07-16,2018-07-16,1,PR,auto,South,1.0
base,last_week,2018-07-16,2018-07-23,2,PR,auto,South,15.0
base,last_week,2018-07-16,2018-07-30,3,PR,auto,South,8.0
base,last_week,2018-07-16,2018-08-06,4,PR,auto,South,8.0
base,last_week,2018-07-16,2018-07-16,1,PR,furniture_decor,South,13.0
base,last_week,2018-07-16,2018-07-23,2,PR,furniture_decor,South,15.0
base,last_week,2018-07-16,2018-07-30,3,PR,furniture_decor,South,12.0
base,last_week,2018-07-16,2018-08-06,4,PR,furniture_decor,South,7.0
base,last_week,2018-07-16,2018-07-16,1,PR,health_beauty,South,18.0
base,last_week,2018-07-16,2018-07-23,2,PR,health_beauty,South,11.0
base,last_week,2018-07-16,2018-07-30,3,PR,health_beauty,South,10.0
base,last_week,2018-07-16,2018-08-06,4,PR,health_beauty,South,10.0
base,last_week,2018-07-16,2018-07-16,1,PR,housewares,South,15.0
base,last_week,2018-07-16,2018-07-23,2,PR,housewares,South,5.0
base,last_week,2018-07-16,2018-07-30,3,PR,housewares,South,15.0
base,last_week,2018-07-16,2018-08-06,4,PR,housewares,South,15.0
base,last_week,2018-07-16,2018-07-30,3,PR,sports_leisure,South,8.0
base,last_week,2018-07-16,2018-07-16,1,PR,watches_gifts,North,2.0
base,last_week,2018-07-16,2018-07-16,1,PR,watches_gifts,South,6.0
base,last_week,2018-07-16,2018-07-23,2,PR,watches_gifts,South,8.0
base,last_week,2018-07-16,2018-07-30,3,PR,watches_gifts,South,8.0
base,last_week,2018-07-16,2018-08-06,4,PR,watches_gifts,South,8.0
base,last_week,2018-07-16,2018-07-16,1,RJ,auto,Central-West,6.0
base,last_week,2018-07-16,2018-07-23,2,RJ,auto,Central-West,6.0
base,last_week,2018-07-16,2018-07-30,3,RJ,auto,Central-West,6.0
base,last_week,2018-07-16,2018-08-06,4,RJ,auto,Central-West,6.0
base,last_week,2018-07-16,2018-07-23,2,RJ,bed_bath_table,South,8.0
base,last_week,2018-07-16,2018-07-30,3,RJ,bed_bath_table,South,15.0
base,last_week,2018-07-16,2018-08-06,4,RJ,bed_bath_table,South,10.0
base,last_week,2018-07-16,2018-07-23,2,RJ,furniture_decor,Northeast,6.0
base,last_week,2018-07-16,2018-07-30,3,RJ,furniture_decor,Northeast,9.0
base,last_week,2018-07-16,2018-08-06,4,RJ,furniture_decor,Northeast,5.0
base,last_week,2018-07-16,2018-07-16,1,RJ,garden_tools,Northeast,3.0
base,last_week,2018-07-16,2018-07-23,2,RJ,garden_tools,Northeast,5.0
base,last_week,2018-07-16,2018-07-30,3,RJ,garden_tools,Northeast,5.0
base,last_week,2018-07-16,2018-08-06,4,RJ,garden_tools,Northeast,4.0
base,last_week,2018-07-16,2018-07-16,1,RJ,health_beauty,Central-West,18.0
base,last_week,2018-07-16,2018-07-23,2,RJ,health_beauty,Central-West,18.0
base,last_week,2018-07-16,2018-07-30,3,RJ,health_beauty,Central-West,8.0
base,last_week,2018-07-16,2018-07-16,1,RJ,housewares,Northeast,8.0
base,last_week,2018-07-16,2018-07-23,2,RJ,housewares,Northeast,8.0
base,last_week,2018-07-16,2018-07-30,3,RJ,housewares,Northeast,8.0
base,last_week,2018-07-16,2018-08-06,4,RJ,housewares,Northeast,8.0
base,last_week,2018-07-16,2018-07-16,1,RJ,sports_leisure,Central-West,7.0
base,last_week,2018-07-16,2018-07-16,1,RJ,sports_leisure,North,3.0
base,last_week,2018-07-16,2018-07-23,2,RJ,sports_leisure,Central-West,5.0
base,last_week,2018-07-16,2018-07-23,2,RJ,sports_leisure,North,3.0
base,last_week,2018-07-16,2018-07-30,3,RJ,sports_leisure,Central-West,7.0
base,last_week,2018-07-16,2018-07-30,3,RJ,sports_leisure,North,3.0
base,last_week,2018-07-16,2018-08-06,4,RJ,sports_leisure,Central-West,7.0
base,last_week,2018-07-16,2018-08-06,4,RJ,sports_leisure,North,3.0
base,last_week,2018-07-16,2018-07-16,1,RJ,telephony,North,2.0
base,last_week,2018-07-16,2018-07-16,1,RJ,telephony,Northeast,4.0
base,last_week,2018-07-16,2018-07-23,2,RJ,telephony,North,2.0
base,last_week,2018-07-16,2018-07-23,2,RJ,telephony,Northeast,4.0
base,last_week,2018-07-16,2018-07-30,3,RJ,telephony,North,2.0
base,last_week,2018-07-16,2018-07-30,3,RJ,telephony,Northeast,4.0
base,last_week,2018-07-16,2018-08-06,4,RJ,telephony,North,2.0
base,last_week,2018-07-16,2018-08-06,4,RJ,telephony,Northeast,4.0
base,last_week,2018-07-16,2018-07-16,1,RS,auto,North,3.0
base,last_week,2018-07-16,2018-07-23,2,RS,auto,North,3.0
base,last_week,2018-07-16,2018-07-30,3,RS,auto,North,3.0
base,last_week,2018-07-16,2018-08-06,4,RS,auto,North,3.0
base,last_week,2018-07-16,2018-07-16,1,RS,bed_bath_table,North,1.0
base,last_week,2018-07-16,2018-07-23,2,RS,bed_bath_table,North,1.0
base,last_week,2018-07-16,2018-07-23,2,RS,bed_bath_table,South,10.0
base,last_week,2018-07-16,2018-07-30,3,RS,bed_bath_table,North,1.0
base,last_week,2018-07-16,2018-07-30,3,RS,bed_bath_table,South,3.0
base,last_week,2018-07-16,2018-08-06,4,RS,bed_bath_table,North,1.0
base,last_week,2018-07-16,2018-08-06,4,RS,bed_bath_table,South,7.0
base,last_week,2018-07-16,2018-07-16,1,RS,computers_accessories,South,17.0
base,last_week,2018-07-16,2018-07-23,2,RS,computers_accessories,South,10.0
base,last_week,2018-07-16,2018-07-30,3,RS,computers_accessories,South,10.0
base,last_week,2018-07-16,2018-08-06,4,RS,computers_accessories,South,10.0
base,last_week,2018-07-16,2018-07-16,1,RS,furniture_decor,North,3.0
base,last_week,2018-07-16,2018-07-23,2,RS,furniture_decor,North,3.0
base,last_week,2018-07-16,2018-07-30,3,RS,furniture_decor,North,3.0
base,last_week,2018-07-16,2018-08-06,4,RS,furniture_decor,North,3.0
base,last_week,2018-07-16,2018-08-06,4,RS,furniture_decor,South,2.0
base,last_week,2018-07-16,2018-07-16,1,RS,garden_tools,North,1.0
base,last_week,2018-07-16,2018-07-23,2,RS,garden_tools,North,2.0
base,last_week,2018-07-16,2018-07-30,3,RS,garden_tools,North,2.0
base,last_week,2018-07-16,2018-08-06,4,RS,garden_tools,North,2.0
base,last_week,2018-07-16,2018-07-23,2,RS,health_beauty,South,7.0
base,last_week,2018-07-16,2018-07-30,3,RS,health_beauty,South,8.0
base,last_week,2018-07-16,2018-08-06,4,RS,health_beauty,South,8.0
base,last_week,2018-07-16,2018-07-23,2,RS,housewares,South,10.0
base,last_week,2018-07-16,2018-07-23,2,RS,telephony,South,10.0
base,last_week,2018-07-16,2018-07-30,3,RS,telephony,South,5.0
base,last_week,2018-07-16,2018-08-06,4,RS,telephony,South,5.0
base,last_week,2018-07-16,2018-07-16,1,RS,watches_gifts,South,3.0
base,last_week,2018-07-16,2018-07-23,2,RS,watches_gifts,South,1.0
base,last_week,2018-07-16,2018-07-30,3,RS,watches_gifts,South,1.0
base,last_week,2018-07-16,2018-08-06,4,RS,watches_gifts,South,1.0
base,last_week,2018-07-16,2018-07-16,1,SC,bed_bath_table,South,18.0
base,last_week,2018-07-16,2018-08-06,4,SC,bed_bath_table,South,1.0
base,last_week,2018-07-16,2018-07-23,2,SC,computers_accessories,South,9.0
base,last_week,2018-07-16,2018-07-30,3,SC,computers_accessories,South,9.0
base,last_week,2018-07-16,2018-08-06,4,SC,computers_accessories,South,9.0
base,last_week,2018-07-16,2018-07-16,1,SC,furniture_decor,South,2.0
base,last_week,2018-07-16,2018-07-30,3,SC,furniture_decor,South,3.0
base,last_week,2018-07-16,2018-08-06,4,SC,furniture_decor,South,6.0
base,last_week,2018-07-16,2018-07-16,1,SC,garden_tools,Central-West,3.0
base,last_week,2018-07-16,2018-07-16,1,SC,garden_tools,South,5.0
base,last_week,2018-07-16,2018-07-23,2,SC,garden_tools,Central-West,3.0
